login;client;account_id;first_deposit_id
3877644;13377;3139800581;36857155
3877647;86643;3139807047;36862882
3877650;49762;3139810197;36864298
3877653;29400;3139816478;36876433
3877659;83076;3139827089;36983991
3877662;76427;3139832445;36857840
3877665;67278;3139834482;36868008
3877668;64337;3139848444;37166678
3877671;2613;3139848479;36945216
3877674;5096;3139848686;36863901
3877677;14588;3139851444;36859741
3877680;54005;3139851737;36858350
3877683;71355;3139853881;36859166
3877689;55629;3139857240;36886185
3877692;9414;3139866741;36861605
3877698;89082;3139882329;36867986
3877701;55860;3139982953;36861458
3877707;53838;3140006755;36910502
3877710;38636;3140033140;36862949
3877713;84967;3140035496;36888874
3877719;95745;3140062184;36893053
3877722;24349;3140088341;36863175
3877725;9828;3140101083;37139070
3877731;20139;3140130409;36895003
3877737;90212;3140150757;36906072
3877740;63213;3140156035;36866554
3877743;90727;3140189641;36870685
3877746;60907;3140285836;36869888
3877764;57718;3140767767;36870280
3877767;27456;3140785978;36869572
3877779;58258;3140804184;36996713
3877782;37541;3140804547;36897511
3877785;19894;3140805165;36899151
3877788;95361;3140807092;36983459
3877791;56147;3140807667;37214288
3877794;21125;3140812561;36995935
3877797;78351;3140812787;36880473
3877806;90209;3140820436;36880868
3877812;96291;3140834845;37187741
3877818;61201;3140849183;36955870
3877821;24869;3140867519;36964023
3877827;66382;3140878819;37160776
3877830;94325;3140892959;37012157
3877839;71001;3140900670;36874559
3877845;28847;3140912518;36875391
3877848;68120;3140915621;37036063
3877854;88644;3140928469;37004942
3877860;28847;3140949956;36902591
3877863;49658;3140952081;36875574
3877869;73586;3140969734;36946329
3877875;35865;3141031235;36876879
3877878;22750;3141034310;36878519
3877896;68324;3141188322;36878278
3877899;62029;3141259536;36881642
3877902;25844;3141476579;36885094
3877908;7644;3141613839;36906313
3877911;7936;3141618255;36881126
3877917;47705;3141630930;37126981
3877920;15947;3141644812;36996092
3877926;64974;3141649230;36882787
3877929;50349;3141652822;36882832
3877932;58898;3141655780;36896034
3877938;47606;3141657872;37019559
3877941;85107;3141660865;37018878
3877950;45941;3141673355;36936766
3877953;63933;3141674411;36998698
3877956;46984;3141676757;36981563
3877962;24272;3141702436;36893438
3877965;16289;3141707999;37012785
3877968;33802;3141748835;37232384
3877971;42826;3141750640;36958086
3877980;56693;3141814101;36894047
3877983;12064;3141815007;37125766
3877992;4361;3142384556;36906699
3877995;79290;3142385658;36896119
3878010;53991;3142447637;36984616
3878013;95641;3142448896;36906032
3878019;75295;3142480787;36946463
3878028;47229;3142511882;36902246
3878034;32100;3142517941;36905281
3878043;8183;3142562813;36988552
3878046;41230;3142572864;36913695
3878058;46865;3142672391;36917310
3878067;77042;3143055607;36993501
3878073;89271;3143059770;37295997
3878082;24180;3143087321;36906891
3878088;8911;3143089849;37351253
3878100;1110;3143094399;36915844
3878106;89157;3143095856;36905259
3878109;13938;3143113864;36984694
3878118;19964;3143145078;36907656
3878121;27924;3143153671;36914164
3878139;31997;3143285211;37034814
3878145;94367;3143292015;36914165
3878148;53218;3143294555;36937665
3878157;10143;3143314663;37326342
3878163;87353;3143316632;36907431
3878169;48838;3143325216;37548456
3878172;17472;3143365557;36914669
3878178;89157;3143414329;36910009
3878184;88998;3143428239;37162599
3878187;29645;3143432112;36907822
3878202;30968;3143502137;36910250
3878205;40033;3143503231;36930306
3878208;20624;3143503437;36910423
3878211;37144;3143516028;37128861
3878214;43043;3143533909;37023413
3878220;13503;3143581061;36964021
3878223;99372;3143597441;36917443
3878229;98193;3143619352;36913122
3878235;85358;3143900670;37004472
3878241;22442;3144172324;36919423
3878244;23283;3144179392;37108397
3878247;93149;3144203093;37299035
3878250;23226;3144205095;36918881
3878262;11142;3144218095;36918853
3878271;8722;3144238989;36920498
3878283;73019;3144300928;36935007
3878286;12376;3144308738;36964302
3878289;50323;3144328300;36980660
3878292;84133;3144334516;36959790
3878295;19747;3144400953;37150843
3878304;93002;3144477188;36947765
3878307;63505;#N/A;36940855
3878319;15253;3144949693;36933125
3878322;99008;3144952104;36943404
3878331;45787;3144984541;36949600
3878334;78582;3144997997;36936231
3878337;38220;3145008863;36941093
3878343;19201;3145014736;37003795
3878346;66689;3145030106;37018370
3878355;64449;3145122805;37418124
3878358;50715;3145122819;36943349
3878361;63605;3145122853;36943373
3878364;4393;3145122963;36946457
3878367;12102;3145131922;36960182
3878370;52778;3145167207;36984849
3878373;49112;3145170067;36955702
3878379;19159;3145232172;36946390
3878406;89817;3145714214;36948719
3878415;60809;3145748281;36951089
3878418;85848;3145748282;36951087
3878421;89570;3145754972;36968234
3878424;58144;3145756444;36951437
3878427;57330;3145760513;36982413
3878430;72520;3145760618;36964003
3878436;42428;3145764782;37018476
3878439;57330;3145779919;37003468
3878442;47702;3145781909;37045794
3878466;6006;3145814673;36964019
3878475;21175;3145830346;37062945
3878481;79639;3145832296;37170999
3878484;13054;3145836266;36996832
3878487;46441;3145876803;37161929
3878496;69396;3145969404;36964345
3878502;92547;3146052093;37022862
3878505;49196;3146083037;36968330
3878514;97823;3146290132;37093465
3878520;80691;3146518132;37045987
3878535;71045;3146560923;36968573
3878541;34439;3146571640;36970720
3878550;9751;3146581701;36970263
3878556;59370;3146585341;37119369
3878562;8722;3146592691;37110970
3878568;23086;3146603655;36981641
3878571;92859;3146604585;36994497
3878589;8363;#N/A;37001696
3878616;68978;3147226917;36981570
3878628;15141;3147246473;37231323
3878631;23366;3147248235;37098443
3878643;57096;3147261686;36981584
3878649;77545;3147272155;37196853
3878652;47138;3147274241;37004556
3878655;8179;3147275412;37011234
3878661;8281;3147278683;37133891
3878667;6706;3147299626;36981717
3878673;73887;3147329488;36982758
3878676;5909;3147458295;36982579
3878682;64155;3147480369;36992189
3878685;57096;3147481259;36981622
3878688;6263;3147481992;36983064
3878700;29302;3147527519;37046063
3878703;61934;3147532637;37193868
3878709;9828;3147541124;37167850
3878718;60529;3147664282;37006067
3878724;54467;3147673115;36992926
3878730;10374;3147691639;37004606
3878739;9177;3147705851;36992526
3878745;597;3147726540;37032372
3878748;22659;3147729906;37041786
3878751;57065;3147731841;36985481
3878757;37691;3147750210;37113136
3878760;10871;3147761848;36997771
3878763;35614;3147772106;36986906
3878766;57618;3147775910;36986545
3878769;90825;3147784116;36992612
3878772;36712;3147810627;37005486
3878778;13364;3147825084;36990889
3878787;12102;3147861926;36989142
3878790;63605;3147861997;36989171
3878796;53772;3147906942;36990250
3878799;7891;3147907984;36994557
3878814;73701;3147912580;37030233
3878817;1365;3147974122;37010792
3878823;44245;3148109482;37067421
3878829;32578;3148284874;36993951
3878832;38532;3148455480;36996917
3878835;42777;3148472060;36997946
3878838;32893;3148475264;37004557
3878841;67865;3148476193;36999767
3878844;7056;3148507868;36994801
3878847;3234;3148507986;37075248
3878850;25501;3148508328;36999029
3878853;15904;3148508514;37128783
3878859;16624;3148560417;37019460
3878862;57618;3148568651;36997407
3878865;47481;3148577586;37013962
3878868;58681;3148579813;37017426
3878871;58681;3148579949;37120364
3878874;58681;3148584917;
3878877;60760;3148612983;37053645
3878880;51116;3148619312;37226540
3878883;57183;3148623353;37041853
3878886;52325;3148623679;37046594
3878895;56399;3148708973;37165112
3878898;29442;3148791492;37154486
3878901;88309;3148800466;37041810
3878916;82173;3149238250;37012423
3878919;69737;3149240662;37031561
3878922;76307;3149248496;37011146
3878928;97461;3149251488;37006985
3878937;47446;3149273825;37082771
3878940;8967;3149281153;37015658
3878949;90986;3149347678;37041788
3878952;90350;3149376272;37014675
3878955;89586;3149395689;37047032
3878961;39298;3149414424;37054254
3878964;13195;3149681258;37026931
3878967;7952;3149866387;37023209
3878970;39298;3149949659;37016278
3878973;76258;3149952592;37021270
3878976;99606;3149987051;37017421
3878979;25417;3150047195;37172195
3878985;92660;3150106136;37018452
3878988;60529;3150107445;37018501
3878991;76167;3150120314;37019843
3878994;63063;3150142685;37019329
3879000;11193;3150158299;37705039
3879003;4459;3150166203;37047134
3879009;64085;3150192525;37215725
3879012;62332;3150201387;37021761
3879015;77096;3150207316;37022153
3879018;28371;3150220308;37044355
3879021;41132;3150226358;37051988
3879027;32825;3150241030;37132097
3879030;74249;3150257067;37024692
3879036;86240;3150313706;37046365
3879039;67143;3150415241;37035531
3879042;14885;3150858525;37339757
3879045;73639;3150864874;37034703
3879051;69043;3150892083;37031919
3879060;9359;3150912844;37104024
3879063;48412;3150915735;37167447
3879066;9569;3150916674;37149125
3879069;2842;3150953319;37035907
3879072;38738;3150955927;37034610
3879075;28600;3150970176;37052453
3879078;66871;3150978382;37034834
3879081;98193;3151004757;37035142
3879084;30894;3151016102;37045172
3879093;40082;3151103497;37120367
3879096;68943;3151212706;37045877
3879102;66689;3151517437;37076170
3879105;66689;3151521576;37076171
3879108;66689;3151522435;37076169
3879114;76748;3151539343;37141842
3879120;8666;3151623458;37062375
3879123;38311;3151742785;37052207
3879126;2303;3151745340;37223498
3879138;75614;3151783447;37046899
3879141;31970;3151788471;37045653
3879150;92680;3151821878;37173102
3879153;79586;3151890901;37046065
3879156;18021;3151902217;37241173
3879159;3179;3151909773;37124103
3879165;55713;3151935387;37220495
3879171;13109;3151967342;37052341
3879177;11145;3151978534;37163879
3879180;86086;3151981333;37165559
3879186;13741;3151999631;37058804
3879195;70941;3152040414;37135069
3879198;10759;3152042872;37068408
3879201;57232;3152048392;37533236
3879204;64288;3152054061;37081454
3879213;30576;3152088277;37056403
3879222;69335;3152542878;37143863
3879225;68159;3152548175;37062744
3879228;47138;3152627961;37146641
3879231;70021;3152657710;37147962
3879234;38992;3152663367;37062947
3879240;80795;3152706331;37068314
3879243;12742;3152737424;37064722
3879249;77959;3152743058;37064750
3879252;43427;3152744626;37065057
3879255;97097;3152746608;37234432
3879264;67522;3152764887;37134295
3879267;90559;3152770157;37163930
3879270;47090;3152785726;37068459
3879273;48419;3152812851;37163888
3879276;86534;3152820827;37099451
3879282;83455;3152835340;37163877
3879285;64388;3152837173;37068118
3879288;89726;3152841483;37092518
3879291;38325;3152849714;37075185
3879294;28497;3152871212;37113164
3879297;63792;3152880908;37113165
3879303;65247;3153360718;37097204
3879306;96012;3153387652;37161378
3879312;96012;3153404238;37426111
3879315;88766;3153416711;37076509
3879318;47740;3153429536;37117997
3879321;80171;3153429642;37103989
3879324;74085;3153431376;37079605
3879327;25708;3153447261;37092546
3879333;64865;3153456707;37091134
3879354;64865;3153457200;37092191
3879360;64865;3153457278;37091074
3879366;62551;3153465545;37078083
3879369;53690;3153486386;37082725
3879378;14105;3153516715;37081468
3879381;23341;3153520115;37214376
3879384;93660;3153543798;37096110
3879387;77336;3153544680;37144388
3879390;26117;3153548235;37081665
3879393;32557;3153553394;37081855
3879396;95589;3153570511;37113288
3879405;58665;3153638913;37169013
3879417;65219;3154130304;37091661
3879420;96414;3154146276;37092374
3879423;19334;3154148534;37093437
3879429;93457;3154160613;37093463
3879432;38516;3154162717;37121780
3879435;66677;3154166929;37117946
3879438;66677;3154166999;37117934
3879441;66677;3154167051;37117975
3879444;66677;3154167093;37117994
3879462;93982;3154209672;37100006
3879471;42181;3154247354;37099684
3879477;44513;3154316856;37099670
3879480;99627;3154351157;37116636
3879483;73094;3154351967;37119557
3879486;74634;3154354488;37119449
3879489;27877;3154422266;37124422
3879492;38332;3154653770;37103045
3879498;69737;3154899820;37224397
3879504;77112;3154932331;37193861
3879513;85782;3155056310;37215035
3879519;11440;3155112224;37647413
3879522;84175;3155137540;37147963
3879528;25337;3155140389;37161453
3879531;10465;3155188826;
3879534;65897;3155426822;37168654
3879543;21266;3155615955;37255689
3879546;98490;3155619349;37124107
3879567;62790;3155637510;37145016
3879582;88742;3155866376;37120423
3879585;11410;3155870648;37158353
3879591;49504;3155901973;37138279
3879597;34052;3156016854;37119090
3879600;80878;3156019182;37189072
3879612;63707;3156055762;37148697
3879615;79963;3156059154;37164001
3879621;69209;3156066717;37116955
3879636;19971;3156101858;37119593
3879639;8496;3156135873;37609457
3879645;14092;3156208451;37125921
3879651;9983;3156225841;37187390
3879672;22034;3156569067;37132103
3879675;37583;3156570280;37126526
3879684;58954;3156597276;37243487
3879690;84347;3156602374;37131500
3879693;438;3156605312;37128227
3879696;97331;3156621338;37172319
3879699;76971;3156669915;37133892
3879702;51324;3156671554;37161546
3879720;47096;3156802872;37137933
3879723;91514;3156808810;37233660
3879726;82628;3156809992;37214405
3879756;52728;3157421909;37174232
3879759;99104;3157440274;37147948
3879762;77980;3157454180;37149954
3879768;24094;3157467371;37221819
3879771;41431;3157483669;37162052
3879783;46345;3157496038;37162343
3879786;1911;3157507174;37153920
3879789;33877;3157507649;37232049
3879792;14709;3157555008;37204661
3879795;26908;#N/A;37158272
3879798;49889;3157596690;37155149
3879807;11614;3158126383;37163090
3879810;70245;3158141467;37221585
3879813;25714;3158149686;37161147
3879816;46185;3158160268;37169043
3879822;17009;3158162074;37241161
3879825;66407;3158162315;37160773
3879831;98641;3158182812;37191860
3879834;79017;3158193486;37163875
3879837;15904;3158197906;37372770
3879843;64631;3158238571;37164417
3879846;13769;3158247490;37364618
3879852;30968;3158249080;37163533
3879855;2210;3158264997;37221721
3879858;93821;3158276695;37166471
3879861;36543;3158298576;37192281
3879864;7714;3158300820;37165558
3879867;69027;3158325746;37189962
3879870;46865;3158402720;37168655
3879873;64869;3158822209;37174560
3879888;80045;3158920642;37172360
3879891;21805;3158924034;37193330
3879894;38318;3158934629;37173021
3879897;10766;3158934922;37185760
3879900;67431;3158936305;37173379
3879906;97181;3158940284;37173881
3879912;55713;3158955361;37212828
3879915;85364;3158969451;
3879918;79186;3158979029;37174457
3879927;49257;3158990049;37211858
3879933;11142;3159020342;37175165
3879936;60274;3159028205;37188886
3879939;32100;3159039914;37176899
3879942;96720;3159107979;37200872
3879945;88991;3159159748;37183390
3879948;12527;3159383536;37197457
3879954;68796;3159582827;37221606
3879960;60424;3159598870;37189057
3879966;17880;3159602758;37200976
3879969;64865;3159614056;37189052
3879972;10647;3159623121;37211335
3879978;50902;3159787600;37233414
3879984;83573;3159790287;37212516
3879987;63700;3159793733;37189062
3879993;59241;3159795279;37238264
3879999;99593;3159796707;37236329
3880002;50323;3159805265;37187834
3880005;24609;3159832453;37192804
3880014;72800;3159838471;37194753
3880017;75843;3159845243;37232669
3880020;75220;3159873950;37207423
3880023;11951;3159907408;37194585
3880026;46683;3159907428;37189505
3880038;20982;3159976380;37189960
3880041;37730;3159978576;37193975
3880047;54713;3159980136;37200013
3880050;99970;3159981969;37189663
3880056;53435;3159992822;37199028
3880059;13685;3160008995;37219021
3880062;18577;3160027082;37191673
3880065;3367;3160032985;37195958
3880068;73878;3160043268;37193992
3880071;34104;3160043265;37193332
3880074;59162;3160045411;37211749
3880080;70007;3160059978;37214685
3880086;39319;3160072647;37199674
3880089;7448;3160090157;37221314
3880101;6094;3160209321;37221404
3880107;25333;3160329673;37197130
3880110;57519;3160516101;37343842
3880119;52278;3160720102;37214412
3880122;57232;3160720613;37199187
3880125;7732;3160722210;37210318
3880128;45969;3160724137;37231620
3880131;59300;3160727329;37211472
3880134;24376;3160739109;37211329
3880137;59300;3160739242;37450306
3880140;48867;3160741647;37200242
3880143;94374;3160746185;37235438
3880158;80311;3160772585;37211478
3880161;65807;3160782044;37212496
3880164;82169;3160784736;37235888
3880167;35400;3160789737;37212810
3880173;51597;3160795934;37214264
3880176;43680;3160800644;37206158
3880179;2359;3160822087;37220257
3880182;88641;3160840761;37231308
3880185;35503;3160841611;37215480
3880191;89131;3160845755;37214483
3880194;63896;3160845828;37215469
3880197;51359;3160853970;37227750
3880200;91303;3160864573;37212356
3880203;1204;3160868994;37207447
3880209;95187;3160872822;37214422
3880218;4459;3160874433;37208811
3880221;19355;3160877196;37214847
3880224;52689;3160884791;37233016
3880227;65933;3160895978;37221713
3880230;46893;3160910803;37212519
3880236;75959;3160923575;37213351
3880239;94395;3160938298;37221816
3880242;70700;3160952614;37217045
3880245;53937;3161088630;37234066
3880248;61109;3161380492;37210383
3880254;56182;3161428411;37214936
3880257;48503;3161437965;37226680
3880263;5668;3161442336;37232432
3880269;17745;3161457596;37212348
3880272;87682;3161458184;37212562
3880275;41210;3161459303;37220223
3880278;46305;3161462179;37217830
3880281;11309;3161464232;37214687
3880284;68536;3161465206;37213832
3880290;26983;3161465789;37222681
3880296;96447;3161470248;37232278
3880299;36027;3161471174;37702984
3880305;62530;3161475891;37223106
3880308;52052;3161477181;37231199
3880311;36064;3161479745;37214501
3880317;42029;3161516040;37228389
3880320;82229;3161519101;37214671
3880323;99421;3161548123;37215308
3880326;71357;3161548116;37215419
3880329;95550;3161549502;37215093
3880332;97573;3161570111;37215472
3880335;60571;3161570635;37234030
3880338;51032;3161583108;37221635
3880341;75985;3161590221;37215624
3880344;92141;3161594561;37221762
3880347;39533;3161613168;37225142
3880350;36036;3161624579;37218666
3880356;15574;3161635231;37232878
3880359;14367;3161664113;37220493
3880365;34154;3161675056;37224365
3880368;69425;3161688681;37224894
3880371;86506;3161840670;37219554
3880377;89016;3161898097;37252294
3880380;83181;3161962280;37230815
3880383;41548;3162166442;37228384
3880386;78631;3162186269;37221536
3880392;59300;3162195399;37334121
3880395;41552;3162200199;37234301
3880398;8567;3162211428;37221428
3880401;87646;3162211954;37221754
3880404;33243;3162216215;37221544
3880413;58583;3162243831;37234739
3880416;38363;3162251510;37223380
3880419;79401;3162254504;37221675
3880425;30637;3162279499;37231917
3880428;72765;3162279931;37231683
3880434;66379;3162290148;37233228
3880437;32669;3162300409;37225116
3880443;24202;3162313474;37228431
3880449;48538;3162418626;37226682
3880452;40572;3162427410;37233282
3880455;16226;3162436718;37232051
3880461;94653;3162475673;37225349
3880464;72234;3162475674;37231445
3880467;66610;3162477047;37226614
3880473;17715;3162496014;37228075
3880476;57618;3162511950;37250320
3880482;69529;3162562001;37230150
3880485;28742;3162562166;37229712
3880488;56399;3162655064;37230085
3880491;56399;3162659169;37230009
3880500;56399;3162720716;37234509
3880503;83181;3162858001;37384277
3880512;84581;3162962668;37232130
3880515;23660;3163073559;37232567
3880521;52028;3163078212;37232709
3880524;81277;3163088422;37287851
3880527;41666;3163094131;37233116
3880530;16384;3163097176;37235038
3880536;8203;3163113256;37235886
3880542;419;3163154391;37236254
3880548;41258;3163159869;37236395
3880551;31507;3163162920;37237487
3880554;90259;3163169907;37301438
3880560;89726;3163196248;37239423
3880569;2002;3163208096;37539638
3880572;97720;3163244957;37239980
3880575;87100;3163269199;37239675
3880590;64995;3163683544;37253023
3880593;62769;3163814707;37246548
3880596;89789;3163817603;37411100
3880599;70203;3163844205;37241189
3880605;20215;3164009274;37241662
3880614;42029;3164061869;37245473
3880617;66633;3164077916;37339335
3880623;31985;3164149308;37246517
3880626;11529;3164210397;37251897
3880629;11074;3164210398;37274022
3880635;35000;3164793663;37252500
3880671;25931;3165640888;37278683
3880674;87216;3165661438;37267998
3880695;36309;3166252046;37447606
3880707;8526;3166290301;37286205
3880710;84525;3166307324;37371304
3880719;42029;3166953855;37286310
3880734;21371;3167040405;37315388
3880737;2562;3167054270;37291866
3880740;55473;3167188387;37295041
3880743;55473;3167207595;37377382
3880752;59125;3167756779;37295073
3880758;1911;3167902544;37297444
3880770;48237;3168086330;37302807
3880773;15904;3168091829;37339289
3880776;5187;3168096760;37296567
3880782;60620;3168116040;37297332
3880788;80451;3168263263;37300532
3880794;75698;3168351008;37334942
3880797;76328;3168351038;37305592
3880806;17196;3169034943;37305269
3880815;32539;3169078248;37370739
3880818;46795;3169139834;37371050
3880821;41026;3169154359;37323081
3880830;33906;3169794988;37417868
3880836;75698;3169818450;37331505
3880842;15126;3169875856;37333761
3880857;26439;3169960827;37339336
3880863;16933;3170659510;37450899
3880890;61731;3171458398;37621251
3880896;15904;3171484380;37339331
3880899;15904;3171484456;37339288
3880902;15904;3171484496;37339290
3880905;15904;3171484587;37339287
3880908;77453;3171490756;37436571
3880917;46631;3172498352;37339320
3880932;13949;3172658629;37564541
3880941;52359;3172864598;37490941
3880944;8312;3172868102;37380379
3880947;17815;3172924152;37407759
3880950;44988;3172930963;37361268
3880956;82152;3173081490;37365308
3880965;93275;3173513998;37354904
3880968;55713;3173536285;37351583
3880974;67952;3173549043;37351091
3880986;41951;3174242592;37439185
3880989;21593;3174288559;37361975
3880992;73255;3174352642;37364735
3881004;11382;3174414453;37366616
3881010;41431;3175066099;37413308
3881022;15904;3175186742;37657102
3881037;53996;3175780356;37454462
3881049;6051;3175818274;37381310
3881064;88322;3176000857;37383420
3881073;36036;3176477577;37436575
3881079;68031;3176478861;37469315
3881094;15873;3176503132;37436579
3881124;78442;3176878539;37397094
3881133;63589;3176917213;37389859
3881136;34177;3176952116;37388419
3881142;33514;3176981041;
3881145;3392;3176992115;37702590
3881148;8413;3177008584;37657737
3881151;16653;3177053379;37409227
3881157;38610;3177093698;37409681
3881181;89362;3177878911;37455531
3881196;93821;3178099336;37429688
3881208;81627;3178673683;37407881
3881220;35759;3178719270;37548211
3881223;95732;3178786084;37413975
3881235;6388;3179403396;37418119
3881241;68621;3179453001;37419306
3881244;29208;3179461389;37440039
3881250;35728;3180095380;37428092
3881271;6058;3181035316;37455889
3881274;11818;3181147200;37565591
3881298;75302;3181629370;37453785
3881301;68726;3181899603;37467428
3881316;10927;3181992177;37633584
3881343;17731;3182643939;37467317
3881352;25779;3182739323;37466857
3881358;71975;3182902107;37464048
3881370;45953;3183370390;37478049
3881376;72046;3183396903;37477471
3881385;81874;3183573454;37499640
3881391;96321;3183615223;
3881400;25779;3183996235;37478199
3881415;51754;3184645073;37545356
3881436;85407;3184928779;37487279
3881439;96321;3184958747;37547938
3881460;33663;3185099922;
3881484;49644;3185947175;37620788
3881487;8804;3185973790;37564540
3881493;80310;3186083419;37507293
3881499;89157;3186119006;37514472
3881502;13871;3186142693;37584532
3881508;18893;3186170310;37520465
3881514;94614;3186649748;37517907
3881520;47775;3186676352;37517497
3881523;17371;3186695426;37519025
3881526;74321;3186711147;37519387
3881532;90692;3186734950;37522248
3881556;67444;3187453939;37555014
3881565;73969;3187944762;37537358
3881574;62699;3187964776;37557436
3881583;26341;3188166161;37544528
3881625;34695;3188772598;37568788
3881655;95431;3188986503;37571003
3881670;67907;3189081601;37553415
3881676;1764;3189084311;37597800
3881709;1110;3189110457;37564895
3881712;74606;3189157115;37556349
3881718;57232;3189642206;37558118
3881721;63380;3189649162;37558404
3881724;38311;3189678617;37631353
3881730;71294;3189713538;37615297
3881733;41146;3189749015;37588194
3881763;61334;3190264635;
3881769;50134;3190303398;37653389
3881778;85008;3190361724;37570774
3881787;99064;3190894846;37577751
3881790;99064;3190896740;37577825
3881793;35049;3190917066;37577949
3881796;10374;3190972395;37632357
3881808;11025;3191053452;37644520
3881817;92463;3191098771;37588977
3881841;23567;3191597634;37597148
3881880;75790;3191839024;
3881886;49436;3192408559;37598370
3881889;93840;3192424377;37597115
3881892;60809;3192437737;37605175
3881898;71442;3192455502;37602362
3881904;43267;3192579801;37598871
3881907;82714;3192589284;37598274
3881913;91858;3192598676;37599140
3881925;36582;3192668976;37600903
3881952;47353;3193483712;37638926
3881964;25051;3194018719;37615359
3881976;94682;3194115455;37618634
3882021;17150;3194165937;37627239
3882048;54292;3195324846;37633708
3882063;6058;3195677942;37639670
3882084;44590;3195802577;37638923
3882099;11382;3196558936;37643652
3882105;87568;3196607297;37640935
3882108;47320;3196735605;37655910
3882111;40391;3196815472;37642195
3882120;51450;3197503360;37651803
3882123;93590;3197508946;37648865
3882132;12103;3197548189;37650219
3882138;4598;3197730939;
3882147;36351;3198316607;37667726
3882153;90013;3198876957;37663147
3882171;6058;3199017908;37673008
3882177;17654;3199057094;37686577
3882180;40339;3199072391;
3882183;38570;3199072796;37695584
3882192;13830;3199158184;37696881
3882204;97188;3199775288;37674101
3882207;32539;3199802640;37674373
3882219;9089;3200100883;37689569
3882222;1110;3200114530;37686084
3882240;32363;3200890460;37699805
3882252;74669;3201161305;
3882255;61516;3201186170;
3882258;56542;3201194614;37688072
3882270;1110;3201408969;37693000
3882309;43827;3202082491;
3911841;25545;#N/A;25449771
3985353;43757;#N/A;25049113
4220394;42315;737333913;73880576
4221513;9196;766141532;74172177
4223574;15098;812390576;76633701
4224762;5276;838073533;74994486
4227489;59094;886628364;76380149
4240671;74739;1047196692;73987552
4253064;36127;1259553050;74136325
4253088;49830;1260307879;76605455
4263273;69149;1369754841;74010193
4264746;4270;1383703387;74179503
4276182;42280;1491134710;76950841
4276326;50071;1492049223;74344034
4279425;12809;1521392226;74906585
4280529;2912;1533252185;75505709
4282869;61341;1559597754;74498518
4283871;93135;1569485683;74410897
4284534;75075;1576603244;73963948
4285440;6352;1585476642;74186526
4286028;67858;1592167879;73778909
4293297;88379;1638364521;74973840
4295631;14937;1648600071;77304424
4297605;35476;1656074416;74227800
4301229;27543;1670097136;76012459
4303434;28990;1684989349;76779730
4307691;75159;1718547669;74602135
4307952;54047;1720023500;74795806
4312650;95060;1775982432;75968800
4316859;39130;1804778328;75319051
4316946;5187;1805583372;76398699
4317960;5635;1813544389;75392020
4318164;22347;1814930412;76217322
4319310;15990;1825766317;75567055
4320195;69979;1833785111;74142759
4321431;15330;1844101551;74952640
4322463;7056;1854894358;76568118
4325004;55209;1889763756;73867364
4325835;64638;1903714272;73946299
4334178;61607;2008873205;75780645
4334883;53391;2020420220;74140900
4335279;54782;2025991818;74330423
4335345;4554;2027270020;75695030
4336722;45465;2047380086;76191804
4338060;91849;2064530576;73776557
4338075;66836;2064773253;75295841
4340703;56901;2093580722;74352329
4341492;20734;2103692542;73986108
4353132;49374;2120069079;73807891
4375965;97825;2150449546;75161558
4379994;85358;2171201339;74692241
4388901;60857;2251585222;75127049
4389348;24027;2256614755;74753484
4389678;92456;2259501473;74418405
4391532;49196;2274655493;75982942
4394079;73294;2311009829;76232427
4394673;20293;2625169642;73945822
5430651;9644;2663891976;14757023
5430726;39858;2663895949;14622400
5430954;469;2663915751;14518086
5430975;27432;2663917618;15198067
5431032;57184;2663921645;15112811
5431731;19292;2664148026;15314268
5432190;50477;2665028506;15155960
5432280;80717;2665110345;15310825
5432592;7631;2666111830;15106236
5433198;11791;2667459329;15228278
5433396;69671;2668238816;15001306
5433738;59255;2669207633;14623241
5434119;12117;2670097710;14722172
5434578;3771;2673149373;14576577
5434809;23521;2674418063;15349844
5434932;49686;2675593926;14607728
5435067;18278;2676303145;14885098
5435307;23751;2676680835;14628888
5435646;60242;2677842391;15064649
5436048;74333;2681914983;14569849
5436192;40797;2687732841;14949213
5436231;16317;2688160228;14510689
5436240;68052;2688162536;15047886
5436465;76566;2688700795;14636241
5437071;55811;2690693770;15171081
5437608;52520;2692060137;
5437665;34181;2692093047;14709565
5437782;54978;2692203217;14541528
5437824;33004;2692251562;14647972
5437866;30576;2692323040;15139797
5439645;94380;2699856505;14517169
5440875;67704;2705246123;14699272
5441700;7938;2709213335;15047411
5442054;37674;2712307576;15018042
5442420;38311;2715145362;15116625
5442702;2093;2717849879;15116603
5443113;44967;2720615158;15206167
5443317;12740;2722308422;14525499
5443374;4965;2722460675;14905963
5443698;30576;2725463837;14818690
5443800;61837;2725859759;14536729
5443833;15305;2725986857;15115983
5444181;57463;2728242666;15132715
5445645;8813;2743718059;14522384
5446974;64870;2753509828;15158212
5447133;94213;2754529681;14940818
5447241;49287;2755438485;14690485
5448246;61782;2759797696;15153915
5449635;37037;2769748607;14848048
5449653;62867;2770023714;14684917
5449719;93728;2773047961;14992772
5449755;89523;2774162093;14717695
5450403;75443;2790506135;15005306
5450406;75443;2790509132;15005287
5450505;65429;2792867572;14770978
5450748;92664;2798479512;14963808
5451045;85897;2807398430;14546139
5451102;12845;2808858429;15131186
5451114;69433;2809175972;14632486
5451339;5390;2816018867;14623545
5451555;38797;2822612577;14551167
5451570;44174;2822767086;14594594
